,cataidGAMA,gama_z,logMstarGAMA,dellogm,neff
2256,5114360,0.5601,11.4623,0.0403,4.13
2257,5114362,0.2722,10.8132,0.0583,3.86
2258,5114367,0.3388,10.91,0.3291,4.32
2259,5114368,0.2974,10.6938,0.0693,45.49
2260,5114370,0.2461,10.171,0.1749,56.89
2261,5114399,0.2245,10.8999,0.0414,1.7
2262,5114401,0.1933,10.0985,0.102,87.92
2263,5114441,0.4749,11.0863,0.093,3.64
2264,5114452,0.249,10.421,0.2775,47.06
2265,5114454,0.2997,10.7513,0.0784,40.38
2266,5114455,0.1162,9.8616,0.0876,8.87
2267,5114459,0.2882,10.6527,0.0795,6.34
2268,5114474,0.2168,10.3747,0.0853,52.42
2269,5114478,0.2515,11.1653,0.0626,2.05
2270,5114482,0.2494,11.3386,0.0265,3.34
2271,5114489,0.1757,9.5358,0.1043,185.08
2272,5114492,0.0994,9.3904,0.1744,39.61
2273,5114493,0.0977,9.4274,0.1326,46.08
2274,5114507,0.298,10.5256,0.071,55.72
2275,5114514,0.281,10.7817,0.0555,6.95
2276,5114515,0.1762,10.5688,0.1961,5.36
2277,5114519,0.1706,10.5317,0.086,4.04
2278,5114527,0.365,11.0853,0.0591,3.94
2279,5114534,0.1702,9.5332,0.1199,120.55
2280,5114538,0.2488,10.2447,0.1853,35.33
2281,5114539,0.0562,9.1929,0.0828,7.88
2282,5114552,0.336,10.8365,0.0571,24.69
2283,5114560,0.5133,11.0271,0.0399,7.07
2284,5114563,0.2471,10.8283,0.0148,1.72
2285,5114564,0.0974,9.6994,0.1255,6.66
2286,5114572,0.1794,10.8995,0.0525,1.31
2287,5114575,0.2244,10.6496,0.0568,20.19
2288,5114585,0.2287,10.8768,0.0135,2.67
2289,5114604,0.2163,10.8184,0.0285,1.52
2290,5114605,0.0992,10.5207,0.0737,1.42
2291,5114614,0.0563,9.2465,0.3839,1.61
2292,5114615,0.2277,10.5267,0.0439,6.24
2293,5114623,0.0572,8.9561,0.1021,62.73
2294,5114629,0.057,8.4732,0.1509,91.63
2295,5114632,0.2505,10.5385,0.2873,34.35
2296,5114644,0.0561,9.1724,0.1204,16.41
2297,5114674,0.1765,10.2014,0.093,51.33
2298,5114678,0.2297,10.3023,0.0961,47.72
2299,5114691,0.1286,9.382,0.103,191.66
2300,5114692,0.1037,10.393,0.0149,1.17
2301,5114696,0.23,9.7736,0.09,45.3
2302,5114701,0.2309,10.8501,0.0151,2.96
2303,5114703,0.1291,10.7161,0.0201,1.18
2304,5114708,0.1198,9.9311,0.0366,2.57
2305,5114712,0.3401,10.7947,0.0692,45.61
2306,5114730,0.2577,10.2587,0.1039,86.99
2307,5114735,0.3095,10.936,0.063,11.93
2308,5114739,0.1277,10.2019,0.0407,2.18
2309,5114743,0.0561,10.3374,0.0268,1.06
2310,5114748,0.2869,,,
2311,5114759,0.2948,11.1649,0.0325,7.83
2312,5114774,0.2942,10.6952,0.0576,11.77
2313,5114779,0.252,10.1425,0.3535,9.67
2314,5114802,0.2227,10.8012,0.0448,6.53
2315,5114807,0.064,9.964,0.0843,1.59
2316,5114808,0.2051,10.2751,0.0925,36.64
2317,5114823,0.4037,10.6349,0.0644,37.15
2318,5114826,0.4838,11.3055,0.0176,1.06
2319,5114827,0.057,10.4494,0.0007,1.0
2320,5114838,0.3354,10.4749,0.0746,34.38
2321,5114841,0.2497,10.3649,0.1677,22.39
2322,5114842,0.4005,11.1431,0.0606,5.72
2323,5114846,0.337,10.8107,0.0633,14.36
2324,5114853,0.3355,10.9222,0.0486,17.37
2325,5114859,0.0985,9.9062,0.0642,4.55
2326,5114860,0.3225,10.7799,0.0533,5.99
2327,5114866,0.2794,10.9397,0.0431,1.05
2328,5114868,0.2806,11.0336,0.0295,14.66
2329,5114869,0.2033,9.9103,0.1216,18.75
2330,5114870,0.2035,10.6145,0.0894,11.93
2331,5114889,0.2031,11.1369,0.0034,1.69
2332,5114898,0.5143,11.421,0.0074,1.08
2333,5114903,0.1745,10.4559,0.2454,4.42
2334,5114904,0.176,10.6112,0.0643,2.48
2335,5114905,0.3378,10.9382,0.0324,3.52
2336,5114909,0.0555,8.9427,0.1092,44.9
2337,5114910,0.0984,9.7072,0.0553,3.09
2338,5114912,0.0564,8.3876,0.1344,100.54
2339,5114916,0.0987,9.3514,0.2046,23.1
2340,5114920,0.3344,11.0104,0.0357,13.34
2341,5114925,0.2805,10.3747,0.0612,93.04
2342,5114926,0.3366,10.6847,0.0724,40.63
2343,5114927,0.3661,10.2156,0.0982,19.89
2344,5114954,0.2297,,,
2345,5114955,0.2346,10.284,0.1269,8.61
2346,5114966,0.1716,10.0321,0.0808,14.79
2347,5114967,0.4888,11.0161,0.068,4.91
2348,5114968,0.1757,9.5604,0.1063,186.02
2349,5114969,0.2363,10.7334,0.0941,6.49
2350,5114972,0.2804,11.0001,0.0343,3.8
2351,5114981,0.3338,10.7649,0.2016,2.36
2352,5114985,0.3409,11.1813,0.0737,2.42
2353,5114990,0.3349,10.515,0.125,4.39
2354,5114993,0.2882,10.6632,0.0667,36.17
2355,5114994,0.3397,11.1045,0.0364,2.26
2356,5114996,0.0289,9.0944,0.0486,1.53
2357,5114997,0.1282,10.9756,0.0028,1.0
2358,5114999,0.2931,10.9368,0.0481,6.27
2359,5115003,0.3308,10.9233,0.0548,7.06
2360,5115008,0.4737,11.4223,0.0209,3.31
2361,5115010,0.1763,10.4896,0.0644,7.9
2362,5115013,0.2944,10.4774,0.0628,44.35
2363,5115018,0.2338,11.0727,0.0243,1.75
2364,5115024,0.2304,10.8138,0.0267,2.24
2365,5115027,0.2993,10.8385,0.0557,9.1
2366,5115039,0.0796,8.8903,0.1199,264.73
2367,5115046,0.2034,10.3124,0.0907,45.95
2368,5115051,0.3373,10.8473,0.0709,4.02
2369,5115061,0.337,10.5334,0.3022,1.7
2370,5115064,0.3328,11.1951,0.0785,1.36
2371,5115070,0.1317,10.0558,0.0567,2.13
2372,5115086,0.4044,11.494,0.0057,1.49
2373,5115091,0.2136,10.4948,0.0614,11.14
2374,5115098,0.203,9.8386,0.0963,271.03
2375,5115102,0.2988,10.7696,0.0412,5.67
2376,5115104,0.3399,10.904,0.0736,16.69
2377,5115107,0.4911,10.9879,0.0882,3.83
2378,5115116,0.1892,10.1681,0.1043,23.05
2379,5115118,0.3102,10.7681,0.0641,16.88
2380,5115131,0.0799,9.2448,0.0808,59.48
2381,5115135,0.2173,10.0816,0.0891,77.45
2382,5115137,0.2878,10.9257,0.0483,20.09
2383,5115139,0.2507,10.4924,0.2711,29.79
2384,5115140,0.1153,9.2388,0.1017,223.02
2385,5115146,0.1584,9.8968,0.123,44.81
2386,5115155,0.3965,11.1058,0.0411,18.67
2387,5115163,0.2245,10.6611,0.0554,2.03
2388,5115164,0.3284,10.8495,0.0533,27.52
2389,5115184,0.2029,11.4263,0.0424,1.67
2390,5115185,0.2503,10.7606,0.055,7.25
2391,5115188,0.2495,10.3021,0.1595,47.54
2392,5115194,0.3002,10.7676,0.05,7.76
2393,5115197,0.2909,11.0419,0.0542,2.91
2394,5115198,0.2936,10.6242,0.0628,20.12
2395,5115220,0.2385,10.4375,0.1068,3.41
2396,5115231,0.2033,10.6293,0.0492,2.83
2397,5115242,0.0557,8.5901,0.1372,132.19
2398,5115257,0.0556,9.652,0.1627,3.13
2399,5115278,0.2167,10.8487,0.0316,1.33
2400,5115279,0.0415,8.2048,0.1288,53.62
2401,5115281,0.2804,10.6113,0.0701,49.41
2402,5115287,0.189,10.5819,0.1622,7.59
2403,5115322,0.0558,9.6838,0.1078,1.82
2404,5115325,0.0568,8.5291,0.1339,55.92
2405,5115332,0.1428,10.175,0.0843,7.47
2406,5115336,0.2939,11.0318,0.041,14.36
2407,5115342,0.223,10.4336,0.087,22.13
2408,5115367,0.3381,10.6552,0.0779,13.38
2409,5115370,0.2516,10.805,0.0708,17.23
2410,5115375,0.1347,9.4558,0.0969,322.25
2411,5115377,0.3388,11.2593,0.1182,9.69
2412,5115381,0.2774,10.7733,0.0714,26.74
2413,5115395,0.0561,9.8199,0.0034,1.0
2414,5115408,0.3102,10.8676,0.0649,12.31
2415,5115410,0.5032,11.0637,0.0294,2.73
2416,5115411,0.3058,10.862,0.0607,17.79
2417,5115421,0.2825,10.7704,0.0466,31.63
2418,5115427,0.2786,10.6211,0.085,31.32
2419,5115436,0.2379,10.6355,0.0611,6.12
2420,5115438,0.3669,11.1637,0.051,1.97
2421,5115443,0.1811,10.3207,0.0924,7.77
2422,5115446,0.3472,11.0839,0.0681,6.82
2423,5115453,0.291,10.3776,0.0658,88.87
2424,5115458,0.0292,9.3083,0.0076,1.6
2425,5115460,0.1774,10.2507,0.069,12.9
2426,5115490,0.3634,11.1731,0.0105,1.12
2427,5115494,0.057,8.9393,0.0962,27.61
2428,5115511,0.3093,10.0794,0.0011,1.0
2429,5115516,0.1252,9.2202,0.1083,229.16
2430,5115518,0.2331,10.922,0.0187,1.23
2431,5115523,0.2807,10.3051,0.0661,52.22
2432,5115528,0.0891,9.0344,0.114,214.87
2433,5115530,0.1203,9.9025,0.0796,13.25
2434,5115532,0.4715,10.9468,0.0811,4.02
2435,5115561,0.3988,11.3601,0.0257,1.03
2436,5115579,0.1463,10.6577,0.035,1.1
2437,5115580,0.4193,10.8171,0.0536,34.35
2438,5115585,0.398,11.3919,0.0265,1.46
2439,5115594,0.3028,10.6956,0.0479,1.54
2440,5115600,0.0682,8.7005,0.1089,199.05
2441,5115607,0.3032,10.9638,0.0788,4.26
2442,5115612,0.1785,10.0574,0.0783,59.82
2443,5115628,0.1583,10.3262,0.0295,6.26
2444,5115638,0.1766,10.78,0.1351,1.11
2445,5115639,0.1576,9.5641,0.1014,298.68
2446,5115640,0.181,11.2402,0.0173,1.25
2447,5115643,0.279,10.4559,0.052,1.02
2448,5115652,0.1574,9.9903,0.0679,27.85
2449,5115664,0.3271,11.3117,0.0344,4.24
2450,5115666,0.179,9.6492,0.1001,241.72
2451,5115684,0.2878,10.8849,0.0565,16.21
2452,5115695,0.276,10.8729,0.0505,10.49
2453,5115698,0.332,10.9549,0.0966,6.15
2454,5115701,0.1189,9.594,0.0807,50.03
2455,5115702,0.2732,11.0805,0.0503,5.07
2456,5115713,0.0793,10.3025,0.0399,1.44
2457,5115717,0.3343,10.6634,0.1183,8.07
2458,5115720,0.0992,10.3537,0.0,1.0
2459,5115733,0.3274,10.7268,0.0688,31.13
2460,5115740,0.1188,9.3443,0.088,118.64
2461,5115745,0.3757,10.9839,0.0445,7.31
2462,5115748,0.306,11.0315,0.0517,7.2
2463,5115751,0.2326,10.7979,0.0155,1.02
2464,5115759,0.324,10.8367,0.0556,67.94
2465,5115771,0.1459,9.9767,0.0674,27.11
2466,5115773,0.1255,9.9672,0.0515,2.12
2467,5115779,0.2326,10.2365,0.068,60.61
2468,5115780,0.3735,10.6463,0.0945,23.04
2469,5115782,0.159,9.5861,0.1059,261.44
2470,5115789,0.3764,11.1506,0.0458,12.31
2471,5115792,0.1768,10.0683,0.0962,46.62
2472,5115793,0.0562,8.6579,0.1432,98.21
2473,5115801,0.293,10.6384,0.0621,53.29
2474,5115816,0.3634,10.4822,0.0679,2.17
2475,5115824,0.177,10.7419,0.0196,1.41
2476,5115831,0.293,10.6038,0.0698,62.67
2477,5115852,0.4024,10.8561,0.0542,36.24
2478,5115855,0.1624,10.3054,0.0638,2.19
2479,5115857,0.0797,9.592,0.0603,8.15
2480,5115860,0.0994,9.1886,0.114,52.26
2481,5115863,0.1807,10.103,0.0914,19.48
2482,5115881,0.1288,9.7435,0.0823,17.73
2483,5115893,0.1572,9.8984,0.0935,30.69
2484,5115907,0.057,8.9175,0.1514,40.22
2485,5115914,0.2625,10.8341,0.0745,16.83
2486,5115928,0.3616,10.7452,0.0563,11.7
2487,5115929,0.0797,10.4296,0.0001,1.0
2488,5115937,0.2807,10.4437,0.0791,85.92
2489,5115941,0.4946,11.4359,0.0176,2.82
2490,5115956,0.3277,11.0158,0.0549,1.2
2491,5115958,0.1584,11.0639,0.0115,1.66
2492,5115987,0.1796,10.1272,0.1312,10.07
2493,5115989,0.1762,10.9015,0.0176,1.02
2494,5115990,0.1277,9.7734,0.1937,15.73
2495,5115993,0.1699,10.7184,0.0739,2.94
2496,5115996,0.128,10.6069,0.0247,1.13
2497,5115998,0.1781,10.481,0.1131,1.61
2498,5116001,0.299,10.6792,0.0575,34.86
2499,5116004,0.1766,10.9025,0.0165,3.44
2500,5116008,0.3235,11.1206,0.057,9.23
2501,5116011,0.2041,10.382,0.0744,40.76
2502,5116015,0.2157,10.5289,0.0583,5.08
2503,5116020,0.2036,10.504,0.0639,20.97
2504,5116022,0.1123,9.3318,0.0924,213.84
2505,5116023,0.1884,10.6177,0.0375,4.45
2506,5116029,0.2039,10.8719,0.003,1.0
2507,5116034,0.2826,10.6323,0.0649,42.38
2508,5116036,0.2177,10.0597,0.0917,79.01
2509,5116037,0.146,10.0731,0.0664,7.86
2510,5116040,0.176,10.771,0.0495,1.18
2511,5116054,0.3246,10.7412,0.0756,42.21
2512,5116064,0.1799,10.3155,0.1055,16.59
2513,5116072,0.056,10.3278,0.0,1.0
2514,5116074,0.3235,10.4194,0.0672,60.84
2515,5116075,0.0567,9.7946,0.12,3.93
2516,5116081,0.2181,9.7736,0.1038,78.57
2517,5116087,0.057,9.3515,0.0679,8.44
2518,5116088,0.3625,10.9037,0.0594,19.48
2519,5116098,0.2834,10.5422,0.0655,67.06
2520,5116111,0.1757,11.2876,0.0416,1.53
2521,5116113,0.1767,10.2832,0.0772,20.53
2522,5116116,0.2904,10.7273,0.0862,16.59
2523,5116125,0.3628,10.6203,0.0541,32.53
2524,5116132,0.1774,9.6219,0.1016,323.36
2525,5116161,0.1808,10.6676,0.1766,2.92
2526,5116176,0.2978,10.7981,0.0676,24.73
2527,5116180,0.0979,9.9432,0.0366,5.3
2528,5116182,0.1282,9.4821,0.1177,157.21
2529,5116189,0.1763,10.2807,0.3491,3.32
2530,5116194,0.1886,10.6571,0.0753,8.34
2531,5116202,0.2166,10.8366,0.0493,5.07
2532,5116205,0.1797,10.2324,0.3788,11.74
2533,5116209,0.2168,10.9814,0.0301,3.35
2534,5116215,0.1798,11.1204,0.0055,1.78
2535,5116226,0.3014,10.3794,0.0713,76.07
2536,5116244,0.3305,10.338,0.1071,28.41
2537,5116249,0.2168,10.6802,0.0869,20.23
2538,5116250,0.3191,10.526,0.0853,4.44
2539,5116252,0.1765,10.8774,0.0746,4.72
2540,5116260,0.328,10.9396,0.0417,43.61
2541,5116261,0.3656,10.4519,0.0824,15.8
2542,5116265,0.0576,8.6996,0.1547,38.66
2543,5116270,0.3458,10.8612,0.0818,25.63
2544,5116272,0.324,11.0653,0.1321,2.76
2545,5116273,0.177,9.7262,0.0956,166.44
2546,5116274,0.1773,9.9952,0.1128,39.68
2547,5116292,0.2797,10.8177,0.0425,26.82
2548,5116298,0.4933,11.1461,0.1405,6.12
2549,5116304,0.068,8.9843,0.0944,62.49
2550,5116309,0.1764,10.5527,0.1539,6.72
2551,5116313,0.1781,9.9378,0.1009,88.22
2552,5116317,0.1877,10.0603,0.084,27.61
2553,5116322,0.2857,11.1036,0.0741,1.18
2554,5116325,0.2161,9.89,0.0925,155.31
2555,5116327,0.1818,10.3807,0.3484,7.37
2556,5116330,0.2776,10.5766,0.0849,15.12
2557,5116340,0.1248,9.2405,0.1088,334.45
2558,5116342,0.3293,11.0303,0.0382,15.04
2559,5116364,0.1104,10.3511,0.008,1.15
2560,5116367,0.1768,10.2923,0.0381,1.66
2561,5116370,0.1099,10.255,0.0427,1.31
2562,5116371,0.2178,10.5474,0.0825,7.59
2563,5116391,0.1145,10.6556,0.0047,1.01
2564,5116393,0.3274,11.1763,0.0422,2.52
2565,5116399,0.2623,10.718,0.0727,14.91
2566,5116404,0.1044,10.5975,0.0468,4.23
2567,5116412,0.2858,11.0797,0.049,11.6
2568,5116414,0.2868,10.9422,0.0389,11.31
2569,5116415,0.3087,10.7522,0.079,26.52
2570,5116422,0.4032,11.1155,0.0399,5.97
2571,5116439,0.1045,10.8145,0.0,1.0
2572,5116443,0.2635,10.6992,0.0721,55.93
2573,5116444,0.1212,9.8249,0.1012,29.12
2574,5116465,0.1322,10.0523,0.0844,11.79
2575,5116467,0.1021,9.2621,0.0997,50.55
2576,5116470,0.2817,10.8226,0.0603,22.81
2577,5116473,0.3289,10.8966,0.1006,5.78
2578,5116480,0.0619,9.844,0.0377,1.14
2579,5116484,0.1887,10.2181,0.0929,35.11
2580,5116488,0.1758,10.5858,0.0639,2.37
2581,5116491,0.4081,11.1957,0.056,11.26
2582,5116494,0.2181,10.4369,0.0898,23.96
2583,5116497,0.2238,10.3486,0.0676,8.47
2584,5116498,0.2173,10.267,0.0746,54.79
2585,5116501,0.3469,10.5665,0.0666,54.55
2586,5116519,0.2631,10.3717,0.0917,73.87
2587,5116521,0.2813,10.2894,0.0698,124.55
2588,5116522,0.3145,10.2876,0.0878,53.1
2589,5116526,0.3094,10.0618,0.0917,65.57
2590,5116528,0.237,9.7551,0.0968,44.77
2591,5116535,0.176,10.0328,0.1121,45.46
2592,5116538,0.3912,10.6685,0.1246,11.91
2593,5116540,0.1204,10.8835,0.063,1.57
2594,5116544,0.2871,11.1651,0.034,2.41
2595,5116550,0.2168,10.4083,0.09,39.86
2596,5116552,0.4716,11.2365,0.0742,8.05
2597,5116553,0.2153,10.7693,0.0471,5.59
2598,5116554,0.0756,9.4668,0.067,1.12
2599,5116562,0.2186,10.7999,0.0454,5.44
2600,5116563,0.0979,9.351,0.1077,43.4
2601,5116569,0.1759,10.558,0.2028,1.56
2602,5116579,0.2174,10.5184,0.0669,2.87
2603,5116603,0.3256,10.2237,0.1162,20.45
2604,5116604,0.3248,10.5989,0.0684,67.61
2605,5116611,0.1426,10.9447,0.0,1.0
2606,5116612,0.2173,10.669,0.0881,1.74
2607,5116614,0.2167,11.3138,0.0134,2.86
2608,5116620,0.2807,10.0574,0.0876,117.45
2609,5116633,0.3717,10.6573,0.0821,26.22
2610,5116637,0.1885,9.7774,0.0862,96.56
2611,5116645,0.2792,10.4604,0.06,30.53
2612,5116663,0.203,10.383,0.0797,55.41
2613,5116673,0.1426,9.7891,0.1179,59.66
2614,5116678,0.278,10.8399,0.0545,11.62
2615,5116688,0.0637,9.3263,0.0885,20.23
2616,5116693,0.2219,10.9257,0.0457,2.89
2617,5116708,0.2146,10.3285,0.0819,3.46
2618,5116715,0.3744,10.9946,0.0799,3.12
2619,5116720,0.2631,10.9241,0.1844,1.96
2620,5116732,0.2051,10.3253,0.0711,24.04
2621,5116734,0.3083,10.7742,0.0733,3.28
2622,5116742,0.2375,10.425,0.3178,1.68
2623,5116743,0.2371,10.364,0.166,25.04
2624,5116745,0.1777,9.3998,0.1034,163.78
2625,5116750,0.2157,10.456,0.081,26.59
2626,5116753,0.2372,10.7253,0.0388,1.15
2627,5116760,0.2101,10.0821,0.097,44.12
2628,5116772,0.2142,10.8217,0.0281,2.43
2629,5116778,0.2377,10.6974,0.0668,4.31
2630,5116780,0.3656,10.9545,0.0277,2.03
2631,5116786,0.215,11.0163,0.0479,1.54
2632,5116792,0.2376,10.2489,0.4393,4.4
2633,5116800,0.1796,10.0181,0.0842,18.08
2634,5116801,0.4938,11.5103,0.0203,1.27
2635,5116802,0.4803,10.7713,0.4442,10.62
2636,5116805,0.3279,10.5022,0.0539,43.88
2637,5116807,0.2363,10.399,0.1297,10.03
2638,5116821,0.3234,10.8365,0.055,14.71
2639,5116822,0.064,9.4828,0.007,1.0
2640,5116832,0.146,10.2071,0.1368,7.7
2641,5116839,0.2153,10.2146,0.0641,46.41
2642,5116849,0.2373,11.1106,0.1107,2.93
2643,5116853,0.2375,10.6907,0.0587,1.92
2644,5116854,0.1266,9.4891,0.1905,13.47
2645,5116856,0.1587,9.7132,0.108,210.27
2646,5116858,0.281,10.4388,0.0794,46.06
2647,5116863,0.1257,10.8658,0.0,1.0
2648,5116870,0.2462,9.6135,0.1193,68.07
2649,5116881,0.2138,10.5334,0.0763,33.06
2650,5116883,0.2377,10.7649,0.0823,9.96
2651,5116884,0.374,10.5955,0.0589,30.29
2652,5116886,0.2162,10.4769,0.0612,9.68
2653,5116896,0.4866,11.2999,0.0319,6.26
2654,5116899,0.1146,10.0888,0.0825,4.06
2655,5116902,0.263,10.5915,0.0607,6.53
2656,5116918,0.2372,10.9685,0.0494,1.63
2657,5116922,0.1016,10.3938,0.0519,2.51
2658,5116925,0.1008,9.8479,0.0576,6.7
2659,5116927,0.1805,10.5085,0.1585,2.47
2660,5116934,0.0641,8.7977,0.1391,135.46
2661,5116937,0.3002,10.5635,0.0689,45.16
2662,5116945,0.2366,10.4584,0.1311,19.39
2663,5116953,0.3245,10.9817,0.0693,10.95
2664,5116954,0.2102,9.8018,0.1089,124.69
2665,5116957,0.3616,10.9178,0.0527,16.9
2666,5116958,0.3358,10.6777,0.0815,26.6
2667,5116965,0.3251,11.0073,0.0363,19.06
2668,5116966,0.1459,10.5396,0.0438,2.02
2669,5116977,0.0627,9.1261,0.0806,20.03
2670,5116978,0.3364,10.5965,0.0705,17.71
2671,5116979,0.2799,10.1311,0.1053,70.63
2672,5116980,0.1256,10.9191,0.0029,1.01
2673,5116986,0.4982,11.5346,0.0575,2.72
2674,5116993,0.1089,9.8075,0.1022,11.7
2675,5116997,0.1257,10.5201,0.0983,1.05
2676,5117001,0.1802,9.9154,0.0827,81.7
2677,5117002,0.3244,10.6211,0.0737,30.53
2678,5117018,0.1796,9.9394,0.0821,98.62
2679,5117028,0.2228,10.5335,0.0367,1.41
2680,5117033,0.2393,10.6524,0.0573,9.66
2681,5117038,0.2387,10.6423,0.0682,10.8
2682,5117040,0.3245,11.0846,0.0538,21.1
2683,5117041,0.2635,10.4984,0.0848,44.49
2684,5117042,0.1767,11.201,0.1071,4.48
2685,5117044,0.327,10.7849,0.3868,2.19
2686,5117046,0.3762,11.1935,0.0299,4.84
2687,5117048,0.1262,10.1481,0.0314,1.24
2688,5117050,0.2379,10.3456,0.0922,48.34
2689,5117064,0.2145,10.6615,0.0526,7.22
2690,5117080,0.4942,11.4961,0.0137,1.1
2691,5117086,0.4249,10.2613,0.2233,13.28
2692,5117090,0.3002,10.566,0.0673,70.61
2693,5117092,0.2161,10.9614,0.0071,1.56
2694,5117094,0.293,10.7461,0.0567,61.17
2695,5117099,0.1254,10.7664,0.0,1.0
2696,5117101,0.2372,10.4798,0.0574,11.77
2697,5117106,0.2226,10.7721,0.0597,4.93
2698,5117110,0.0625,10.3296,0.0005,1.0
2699,5117114,0.2218,10.519,0.0712,21.51
2700,5117135,0.2328,10.5709,0.0667,12.59
2701,5117137,0.3504,11.0143,0.0424,26.92
2702,5117143,0.1412,10.0374,0.068,9.05
2703,5117155,0.1776,10.0364,0.113,90.4
2704,5117157,0.3485,10.7581,0.0757,20.84
2705,5117161,0.2136,11.1677,0.034,2.61
2706,5117165,0.2154,10.2927,0.0749,24.34
2707,5117166,0.1252,9.6529,0.1499,64.55
2708,5117177,0.6138,10.8446,0.0437,2.43
2709,5117178,0.1009,9.4039,0.1281,19.46
2710,5117180,0.2302,11.3641,0.0002,1.0
2711,5117182,0.2168,10.6731,0.05,7.61
2712,5117198,0.2235,11.2153,0.017,2.82
2713,5117203,0.2226,10.9897,0.0148,1.56
2714,5117207,0.2302,10.7625,0.0564,7.84
2715,5117208,0.3149,10.759,0.08,15.5
2716,5117209,0.1766,10.2784,0.0795,19.69
2717,5117211,0.1046,9.2752,0.0968,199.61
2718,5117219,0.2208,9.8198,0.116,68.52
2719,5117220,0.1087,10.5313,0.0751,2.69
2720,5117221,0.0641,10.6663,0.0001,1.0
2721,5117233,0.3243,10.7873,0.0831,22.76
2722,5117243,0.1802,10.1788,0.0816,26.61
2723,5117245,0.3507,10.6238,0.0853,16.37
2724,5117250,0.2225,10.6624,0.0771,14.46
2725,5117256,0.217,10.2852,0.0837,4.21
2726,5117265,0.29,10.2755,0.0796,96.18
2727,5117267,0.2236,10.4833,0.0654,12.65
2728,5117268,0.3642,10.49,0.0599,19.86
2729,5117277,0.2234,11.3922,0.0629,1.36
2730,5117278,0.1413,10.2012,0.061,7.71
2731,5117281,0.2228,10.3335,0.0914,73.27
2732,5117282,0.3255,11.1643,0.1222,1.26
2733,5117284,0.2234,10.0311,0.0882,153.14
2734,5117288,0.1047,9.2324,0.102,243.11
2735,5117302,0.222,10.9003,0.0541,4.28
2736,5117307,0.2241,10.7168,0.0848,4.12
2737,5117311,0.2164,10.5678,0.0993,15.66
2738,5117319,0.1259,9.5586,0.1006,30.99
2739,5117321,0.2153,10.5538,0.0869,5.0
2740,5117329,0.2243,11.015,0.0218,3.11
2741,5117330,0.1772,10.6129,0.1869,3.07
2742,5117331,0.2193,10.5002,0.0527,9.54
2743,5117334,0.2156,11.0066,0.0384,1.12
2744,5117339,0.0637,8.9462,0.1172,20.47
2745,5117353,0.8995,,,
2746,5117361,0.2237,10.3344,0.0828,61.08
2747,5117365,0.3776,11.3883,0.0082,1.17
2748,5117367,0.2227,11.0337,0.0128,1.34
2749,5117369,0.2222,10.7769,0.0703,3.23
2750,5117371,0.2133,10.5131,0.0498,6.55
2751,5117373,0.2233,10.8697,0.0274,3.58
2752,5117382,0.1768,10.2443,0.0707,2.66
2753,5117383,0.2159,10.4733,0.0615,2.85
2754,5117385,0.1012,9.1831,0.1048,189.16
2755,5117386,0.2192,9.7323,0.0972,155.05
2756,5117392,0.1868,10.5105,0.0558,4.13
2757,5117397,0.2131,9.456,0.1249,6.68
2758,5117407,0.2828,11.059,0.031,8.41
2759,5117413,0.2178,10.8859,0.0493,3.72
2760,5117426,0.2159,11.6016,0.0,1.0
2761,5117429,0.2813,11.1338,0.039,4.76
2762,5117434,0.2197,10.4873,0.0691,11.7
2763,5117446,0.2164,10.7594,0.0199,1.51
2764,5117453,0.3378,10.6562,0.0767,21.82
2765,5117466,0.2224,10.9081,0.0462,5.59
2766,5117467,0.2828,10.7327,0.0709,45.74
2767,5117474,0.0795,9.1042,0.1039,41.69
2768,5117477,0.142,10.3202,0.0678,5.24
2769,5117479,0.2166,10.4899,0.0941,13.7
2770,5117481,0.0291,9.8648,0.0023,1.0
2771,5117483,0.1019,10.3375,0.0078,1.0
2772,5117489,0.0285,9.7419,0.0004,1.0
2773,5117496,0.3112,10.8399,0.1106,13.45
2774,5117504,0.2169,10.2166,0.0936,41.77
2775,5117505,0.4277,10.9223,0.0525,13.49
2776,5117512,0.2225,,,
2777,5117520,0.2174,10.2642,0.0874,37.49
2778,5117523,0.2814,10.3875,0.0715,15.74
2779,5117525,0.2321,10.4814,0.0265,1.52
2780,5117540,0.2812,10.9197,0.1261,1.33
2781,5117554,0.1125,10.0978,0.0544,1.92
2782,5117555,0.3958,10.8632,0.0554,16.6
2783,5117562,0.1125,,,
2784,5117563,0.2219,10.8944,0.0423,1.58
2785,5117575,0.3228,11.3197,0.0998,2.18
2786,5117582,0.1253,9.3397,0.1009,187.95
2787,5117586,0.213,10.2242,0.0977,29.89
2788,5117588,0.4085,11.0622,0.0523,4.58
2789,5117597,0.3004,10.7045,0.062,34.53
2790,5117611,0.1248,9.5581,0.1956,14.52
2791,5117612,0.2197,10.3462,0.0539,2.19
2792,5117613,0.2161,10.4532,0.0832,3.34
2793,5117620,0.2235,10.8302,0.0509,13.68
2794,5117628,0.2629,11.0268,0.0438,2.52
2795,5117640,0.2243,10.7041,0.0649,13.18
2796,5117645,0.2032,10.1505,0.1036,34.26
2797,5117647,0.2389,10.6767,0.0807,3.09
2798,5117648,0.1778,10.2643,0.095,4.39
2799,5117651,0.3631,11.0581,0.0476,6.33
2800,5117654,0.2174,10.3393,0.0859,28.8
