     cataidGAMA  gama_z   logMstarGAMA    dellogm     neff
     5134670     0.2280    10.3853     0.0806    19.88
     5134671     0.2300    10.8159     0.1740     1.52
     5134672     0.0968     9.0222     0.1073    47.50
     5134675     0.2275    10.4098     0.0979     5.89
     5134676     0.2287    10.2411     0.0696    28.46
     5134677     0.2266    10.8142     0.0482     2.85
     5134683     0.2291    11.0307     0.0407     1.76
     5134695     0.2251    10.8984     0.0515     5.07
     5134696     0.1772     9.5299     0.1050   201.15
     5134702     0.2265    10.1056     0.0825   129.39
     5134704     0.2256    10.5106     0.0731     9.25
     5134705     0.3181    10.1152     0.0956     6.43
     5134706     0.0292     8.4404     0.1016     6.30
     5134710     0.5123    10.7601     0.0326     2.49
     5134711     0.3697    11.0445     0.0322     4.13
     5134712     0.2239    11.5355     0.0018     1.00
     5134713     0.2248    10.7097     0.0694     4.33
     5134714     0.2227    10.7803     0.0416     6.10
     5134720     0.3714    11.0816     0.0479    18.47
     5134730     0.0964    10.0413     0.0425     2.97
     5134742     0.2279    10.4092     0.0871    29.31
     5134755     0.2061    10.4272     0.0791    24.20
     5134756     0.0671     9.7742     0.0110     1.90
     5134757     0.2353    11.1892     0.0335     1.48
     5134758     0.2278    11.2602     0.0072     1.01
     5134764     0.2248    10.5847     0.0683     5.25
     5134765     0.2254    10.5613     0.0853     3.26
     5134770     0.2298     9.7786     0.0911    79.36
     5134784     0.2057    10.4246     0.0634    10.71
     5134787     0.2269    10.9457     0.0188     1.11
     5134789     0.2238    10.1975     0.0818    37.91
     5134792     0.4190    11.0922     0.0543     5.85
     5134793     0.2007    10.2199     0.1124    12.45
     5134794     0.2211    10.7417     0.0194     2.24
     5134796     0.2269    10.5787     0.0667     3.68
     5134798     1.9066        nan        nan      nan
     5134800     0.5060    11.2965     0.0319     3.98
     5134802     0.2254    10.6756     0.0428     1.84
     5134811     0.4502    11.4701     0.0234     1.57
     5134814     0.1393    10.1889     0.0346     3.76
     5134833     0.2209    10.0875     0.0958    96.55
     5134834     0.1445     9.5682     0.4431     2.20
     5134836     0.2368    10.8787     0.0411     1.20
     5134839     0.2251    10.1332     0.0810    13.34
     5134842     0.2012     9.9263     0.1010    65.34
     5134849     0.2334    10.7290     0.0647     4.35
     5134858     0.2272    10.5210     0.0863    11.77
     5134862     0.2379    10.8905     0.0383     1.70
     5134865     0.2681    10.7592     0.0703    23.14
     5134870     0.2379    10.4752     0.1705     9.10
     5134872     0.2411    10.7899     0.0690     7.75
     5134875     0.2259     9.8717     0.0952   106.11
     5134878     0.3943    11.3658     0.0070     1.03
     5134886     0.3230    10.3301     0.1418     5.48
     5134889     0.2676    10.0617     0.1374    17.77
     5134891     0.2275    10.4020     0.0867    18.60
     5134905     0.2658    10.7312     0.0620    23.20
     5134909     0.1178     9.8447     0.1823     3.25
     5134916     0.4909    11.8276     0.0002     1.00
     5134918     0.0281     8.4733     0.1035     7.49
     5134920     0.2081    10.6775     0.0099     1.07
     5134929     0.2251     9.8838     0.0906   161.47
     5134939     0.2292    10.8607     0.0520     1.21
     5134942     0.1182     9.4472     0.0860    58.88
     5134945     0.1179        nan        nan      nan
     5134946     0.2676    10.5531     0.0804    21.15
     5134964     0.2094    10.3356     0.1267     4.52
     5134970     0.2252    10.0886     0.0915    59.46
     5134972     0.2323    10.6342     0.0670    15.89
     5134984     0.2054    10.4746     0.0787     4.99
     5134986     0.2077    11.2044     0.0000     1.00
     5134993     0.3981    10.9621     0.0707     9.52
     5134995     0.2459    11.1517     0.0080     1.00
     5134997     0.1182    10.7396     0.0274     1.89
     5134998     0.7831        nan        nan      nan
     5135002     0.2244    10.8177     0.0327     1.20
     5135011     0.2458        nan        nan      nan
     5135014     0.2094     9.7984     0.1099   133.73
     5135017     0.2084    10.1799     0.0907    35.32
     5135019     0.2265    10.5955     0.1124     2.64
     5135027     0.2247     9.9392     0.1483     1.72
     5135032     0.1050     9.2433     0.1066   157.72
     5135033     0.2261    11.3043     0.0463     1.19
     5135035     0.2197    10.4258     0.0672     9.71
     5135041     0.2363    10.2409     0.0892    75.98
     5135050     0.2279    10.4747     0.0656    10.84
     5135051     0.2357    11.0858     0.1324     1.78
     5135052     0.2261    10.9545     0.0360     1.18
     5135055     0.2390    10.6613     0.0735    14.77
     5135056     0.2357    11.2241     0.0500     2.14
     5135057     0.1038    10.4502     0.0062     1.01
     5135061     0.2048    10.1170     0.1230    36.75
     5135062     0.2317    10.9892     0.0346     1.29
     5135065     0.1675     9.6047     0.1086   164.03
     5135072     0.2206    10.6335     0.0314     2.02
     5135074     0.2320    10.8152     0.0179     1.35
     5135078     0.1967     9.7282     0.1074    73.51
     5135103     0.1190    10.7547     0.0097     1.16
     5135114     0.2096    10.4900     0.0260     1.37
     5135115     0.2325    10.4514     0.0823    34.68
     5135119     0.3662    11.0531     0.0515    24.36
     5135123     0.2351    10.5898     0.0684    14.97
     5135128     0.2358    10.0449     0.1101    43.19
     5135131     0.2199    11.3080     0.0060     1.37
     5135133     0.0552     9.3820     0.0058     1.02
     5135134     0.0550    10.4012     0.0086     1.00
     5135135     0.1903    10.1503     0.1014    20.65
     5135141     0.2252    10.0414     0.1120    13.90
     5135143     0.2248    10.7852     0.0410     2.26
     5135146     0.2264    10.4284     0.0898    32.80
     5135157     0.2267    10.6967     0.0539     8.59
     5135159     0.2319    10.4205     0.0783    41.59
     5135161     0.1967    11.0211     0.0044     1.01
     5135170     0.4533    10.5519     0.1175     9.32
     5135172     0.1387    10.5777     0.0399     1.22
     5135173     0.2241    10.4129     0.0824    11.50
     5135189     0.2247    10.9640     0.0667     2.56
     5135191     0.0963     9.6089     0.0935    15.83
     5135193     0.2388    10.7745     0.0826     6.73
     5135201     0.2207    10.6995     0.0614     5.59
     5135208     0.0869     9.3977     0.1659    10.58
     5135209     0.2886    10.9798     0.0519     2.86
     5135217     0.0985     9.9487     0.0184     1.17
     5135218     0.2303    10.6347     0.0349     2.75
     5135222     0.2182    10.5744     0.0941    11.35
     5135230     0.0963    10.0611     0.0099     1.92
     5135231     0.2265    11.0405     0.0237     2.33
     5135233     0.2082    10.3960     0.0585    11.18
     5135239     0.3712    10.8604     0.0720     6.48
     5135242     0.1700    10.4779     0.0718     6.00
     5135244     0.2006    10.5431     0.0438     3.94
     5135246     0.5128    11.0171     0.0384     8.37
     5135251     0.3174    10.8948     0.0530    31.68
     5135257     0.1388    10.0439     0.1026     2.12
     5135261     0.2058    10.3939     0.0812    27.68
     5135267     0.2266    10.8102     0.0820     2.38
     5135276     0.2362    10.2737     0.0942    15.90
     5135280     0.1188    10.2470     0.0040     1.54
     5135281     0.2281    10.4679     0.0898    21.82
     5135283     0.2265    10.8980     0.0388     5.61
     5135286     0.2343    10.8629     0.0623     7.68
     5135291     0.1908    10.8565     0.0335     2.19
     5135294     0.3329    10.6785     0.1844     1.28
     5135295     0.2248    10.2346     0.0824    17.45
     5135298     0.3330    10.7250     0.0703    19.99
     5135299     0.2294    11.0950     0.0105     2.02
     5135300     0.2421    10.5696     0.0905    23.98
     5135307     0.2321    10.1902     0.0731    35.59
     5135314     0.3181    11.0701     0.0404     2.56
     5135319     0.2735    10.4684     0.0796    33.41
     5135325     0.2273    10.5595     0.1130    12.35
     5135329     0.2219    10.2222     0.0760    88.86
     5135330     0.2273    10.8456     0.0184     1.65
     5135332     0.2287    11.1101     0.0174     1.30
     5135334     0.0563     9.2623     0.1125    10.40
     5135337     0.2076    10.0324     0.1032    63.61
     5135339     0.1169    10.6111     0.0493     1.51
     5135341     0.2684    11.1772     0.0240     2.20
     5135348     0.3187    10.8861     0.0539    26.98
     5135352     0.3330    10.9127     0.0482    22.71
     5135354     0.2683    10.8542     0.0326     3.71
     5135355     0.1035     9.7891     0.0590     1.27
     5135356     0.0560     8.1824     0.1027     6.07
     5135359     0.3158    10.9589     0.0503     8.94
     5135362     0.2207    11.0913     0.1365     2.99
     5135365     0.2372    10.8723     0.1061     4.32
     5135371     0.3705    10.8300     0.0611    20.19
     5135374     0.2082    10.2467     0.1029    72.58
     5135376     0.1606    10.2614     0.0364     3.96
     5135381     0.2420    10.6702     0.0582     2.10
     5135383     0.3609    10.2013     0.1164     3.54
     5135386     0.2338    10.4981     0.1078    19.41
     5135387     0.2353    10.3763     0.1082    26.74
     5135393     0.2268    10.2225     0.0850    73.27
     5135398     0.2323    10.4828     0.3413     1.46
     5135400     0.2680    11.0009     0.1402     7.40
     5135402     0.1544    10.2787     0.0499     1.54
     5135418     0.2392    10.4938     0.0802    11.07
     5135419     0.2276     9.9053     0.0948     7.54
     5135420     0.2415    10.9103     0.0425     1.55
     5135421     0.2099    10.8117     0.0374     2.13
     5135423     0.2242    10.5968     0.1344     3.78
     5135432     0.3973    11.0439     0.0470     5.29
     5135434     0.2241    10.3868     0.0582     4.08
     5135442     0.2695    10.6986     0.0864     8.28
     5135444     0.2339    10.2823     0.1021    21.14
     5135447     0.1009     9.3971     0.0975    43.27
     5135448     0.2199    10.5271     0.0723    11.03
     5135450     0.2314    11.0562     0.0233     1.04
     5135452     0.3188    10.9137     0.0453    17.78
     5135457     0.3156    11.0303     0.0467    17.05
     5135458     0.1671    10.3929     0.0710     3.95
     5135459     0.3624    10.8036     0.0790    16.48
     5135461     0.2275    10.4387     0.0871    21.69
     5135463     0.0974     9.9446     0.0008     1.00
     5135465     0.2354    10.2823     0.2878    11.31
     5135466     0.2253    11.1825     0.0004     1.00
     5135469     0.2281    10.9503     0.0948     1.81
     5135487     0.4266    10.9806     0.0790    23.64
     5135494     0.2252    10.6401     0.0224     1.28
     5135495     0.2269    10.8728     0.0164     1.30
     5135497     0.1658     9.9887     0.0944    29.50
     5135505     0.3181    10.7845     0.0623    26.45
     5135507     0.2300    10.3385     0.0786    17.26
     5135508     0.3320    10.9940     0.0333    11.94
     5135511     0.2306    10.8448     0.0812     5.87
     5135512     0.2075    10.5086     0.0827    21.18
     5135519     0.1198     9.5879     0.2856     4.61
     5135521     0.2276    10.5114     0.0364     1.73
     5135527     0.2321    10.7422     0.0293     1.83
     5135530     0.2366    10.0932     0.0994    97.06
     5135531     0.3338    11.1425     0.1977     1.53
     5135535     0.3181    11.0677     0.0320     3.69
     5135536     0.2209    10.3669     0.0817    11.83
     5135537     0.2266    10.7610     0.0432    10.22
     5135541     0.0840     9.9532     0.0067     2.00
     5135542     0.2422    10.5906     0.1777     5.75
     5135547     0.2309    10.5839     0.0759    17.77
     5135551     0.1992    10.4116     0.0713     9.12
     5135553     0.2255     9.6967     0.0991   130.83
     5135554     0.1666    10.1033     0.0724    14.64
     5135556     0.1384    10.3143     0.0790     6.02
     5135558     0.2314    10.1107     0.0935    79.55
     5135563     0.1673    10.2693     0.0739     7.61
     5135564     0.2570     9.7963     0.1034    17.80
     5135568     0.4864    11.3223     0.0388     2.96
     5135577     0.2363    10.7611     0.0345     2.05
     5135578     0.1106    10.2747     0.0147     1.28
     5135583     0.2351    10.4723     0.0591     8.46
     5135587     0.1174     9.9799     0.2804     1.99
     5135592     0.2368    11.0110     0.0379     1.52
     5135596     0.2067    10.8130     0.0464     4.55
     5135603     0.1189    10.5333     0.0000     1.00
     5135604     0.1654    10.5203     0.0637     1.15
     5135607     0.1669    10.0710     0.1263    24.57
     5135609     0.2256    10.6789     0.0289     2.02
