     cataidGAMA  gama_z   logMstarGAMA    dellogm     neff
     5279115     0.2052    10.5551     0.0520     4.94
     5279117     0.0373    10.1915     0.0000     1.00
     5279120     0.3231    10.8755     0.0829     4.08
     5279122     0.0850    10.2930     0.0194     1.24
     5279128     0.1021    10.7562     0.0009     1.01
     5279132     0.0864     9.1080     0.1280   154.38
     5279134     0.1914    10.4198     0.0526     1.22
     5279147     0.2073    10.3542     0.1128    20.40
     5279151     0.3187    10.7038     0.0700    10.06
     5279159     0.1996    11.2370     0.0077     1.67
     5279161     0.1121    10.6317     0.0004     1.00
     5279169     0.1738    10.8275     0.0768     1.29
     5279176     0.1996    10.4354     0.0698    14.43
     5279178     0.1995    10.6252     0.0219     1.16
     5279179     0.2346    10.1748     0.0742    36.02
     5279181     0.1805     9.7977     0.1125   105.42
     5279189     0.2332    10.5063     0.0893     2.86
     5279190     0.1963    10.6499     0.0445     1.90
     5279202     0.2046    10.8507     0.0251     1.08
     5279207     0.1921    11.0986     0.0005     1.00
     5279215     0.2073    11.1046     0.0063     1.01
     5279218     0.3190    10.4527     0.0780    41.39
     5279222     0.1555     9.7308     0.1073   176.62
     5279233     0.1801    10.3000     0.2209     2.95
     5279241     0.3674    10.7244     0.0592     9.20
     5279244     0.2369    10.4590     0.2211     5.80
     5279246     0.2383    10.9150     0.0757     4.78
     5279248     0.2069    10.7301     0.0835     1.69
     5279255     0.1956    10.7906     0.0060     1.00
     5279258     0.1996    10.2754     0.1344    20.90
     5279259     0.1907    10.9868     0.0024     1.00
     5279261     0.2399    10.6906     0.0667     5.50
     5279265     0.1961     9.6559     0.1066   172.36
     5279266     0.0872     9.2666     0.1002    92.45
     5279267     0.1033    10.1325     0.0435     2.38
     5279268     0.1127    10.7163     0.0438     1.06
     5279270     0.2397    10.3620     0.4551     3.17
     5279271     0.2370    10.7335     0.0008     1.00
     5279275     0.0839     9.4232     0.0000     1.00
     5279276     0.1369     9.9690     0.0664    27.67
     5279279     0.1961    10.4761     0.0506     2.23
     5279280     0.1995    10.6903     0.0327     3.13
     5279286     0.2324    10.5656     0.0258     2.56
     5279288     0.2015    10.2815     0.0741     5.64
     5279289     0.1963    10.1995     0.0961     5.30
     5279306     0.1309    10.3989     0.0234     2.55
     5279308     0.4717    11.0066     0.0771     1.09
     5279324     0.2389    10.5691     0.0667     1.01
     5279340     0.2405    10.6335     0.1876     1.85
     5279354     0.2269    10.8439     0.0377     1.88
     5279356     0.0834     9.2328     0.1843     1.78
     5279357     0.3167    10.3100     0.3859     1.99
     5279361     0.3703    10.6020     0.0522    50.31
     5279364     0.3092    11.0207     0.0570     6.60
     5279365     0.1941     9.3410     0.1146    44.30
     5279366     0.2066    10.5878     0.0546     2.42
     5279371     0.1717    10.3211     0.4554     5.42
     5279374     0.2367    11.0251     0.0416     2.25
     5279377     0.3102    10.2313     0.0942    38.78
     5279379     0.0324     8.4245     0.1069    29.06
     5279391     0.1901     9.7247     0.0957   219.93
     5279393     0.1511    10.6760     0.0299     1.17
     5279397     0.2069    10.3437     0.0818    13.63
     5279406     0.2308    10.4706     0.0791     6.56
     5279409     0.0681     8.8922     0.1198    83.34
     5279411     0.1553    10.9120     0.0005     1.00
     5279414     0.0372     8.1732     0.1567    53.45
     5279418     0.4560    11.2556     0.0553     5.62
     5279424     0.0915     9.4167     0.0733    19.22
     5279426     0.2080    10.3868     0.0934    25.15
     5279433     0.1915    10.0682     0.0799    13.72
     5279434     0.1945    10.5189     0.0756     3.56
     5279437     0.1936    10.2602     0.1051     4.11
     5279439     0.2045    10.4635     0.0947     4.93
     5279443     0.0839    10.4726     0.0190     1.02
     5279444     0.1555     9.7129     0.4396     3.76
     5279448     0.3231    10.2757     0.0898     1.03
     5279454     0.2027    10.5944     0.0713     4.04
     5279458     0.1930    10.1562     0.1271     3.04
     5279460     0.2087    10.2985     0.0963    38.44
     5279462     0.1720    10.4598     0.0776     5.33
     5279463     0.1953     9.9896     0.0901    30.98
     5279464     0.1904    11.0779     0.0165     1.04
     5279466     0.1958     9.6985     0.1119   121.71
     5279469     0.1958    10.8325     0.0027     1.00
     5279471     0.2368    10.6733     0.0026     1.00
     5279485     0.1913    10.2212     0.0738     3.69
     5279493     0.1934    10.2743     0.1223    34.25
     5279494     0.2378    10.5610     0.0931    24.38
     5279500     0.2158     9.8631     0.0978   164.79
     5279502     0.0845    10.1735     0.0656     2.38
     5279503     0.0665     9.7406     0.0291     1.99
     5279505     0.2096    10.3002     0.0937    38.89
     5279510     0.0838     9.7746     0.0029     1.00
     5279511     0.1120     9.9244     0.1052     3.19
     5279517     0.2060    10.3882     0.0900    15.89
     5279520     0.0846     9.4590     0.1048    14.94
     5279521     0.2038    10.7920     0.0261     4.67
     5279527     0.2071    10.3296     0.1027    40.71
     5279537     0.1387    10.3970     0.0267     1.53
     5279539     0.3230    10.8557     0.1039     4.24
     5279549     0.3149    10.8015     0.1122     5.95
     5279552     0.1751    10.1488     0.0852    16.91
     5279554     0.2043    10.2946     0.0880    14.11
     5279556     0.2051    10.4502     0.0824    23.36
     5279564     0.2056    10.5127     0.0803    17.16
     5279565     0.3230    10.6593     0.1048    19.13
     5279568     0.2070    10.7177     0.0684     5.51
     5279570     0.1936    10.3833     0.0904     8.21
     5279572     0.3235    10.4174     0.0699    40.75
     5279573     0.1547    10.4269     0.0923     2.67
     5279577     0.0831     9.5312     0.0916     8.75
     5279578     0.0912    10.2861     0.0524     1.18
     5279579     0.3686    10.2086     0.0434     1.00
     5279586     0.2064    10.2277     0.2056    23.34
     5279594     0.2062    11.0640     0.0660     3.78
     5279596     0.1724    10.0912     0.1014    24.26
     5279598     0.2273    10.6526     0.0541     8.16
     5279599     0.2054    11.1120     0.0024     1.02
     5279600     0.0847     8.9914     0.1222   231.11
     5279603     0.2042    10.4787     0.0539     6.38
     5279606     0.1962    10.4082     0.0835     9.56
     5279610     0.1929    10.6656     0.0239     1.00
     5279623     0.2375    10.3519     0.1919    14.19
     5279624     0.1720    10.4354     0.1434     3.47
     5279625     0.0842    10.0069     0.0006     1.00
     5279631     0.1709    10.7465     0.0601     3.89
     5279638     0.3676    11.1159     0.0489     1.41
     5279639     0.0845     9.6313     0.0000     1.00
     5279640     0.4463    11.2995     0.0408     6.03
     5279641     1.7007        nan        nan      nan
     5279650     0.2066    10.3600     0.0870    42.74
     5279655     0.1444     9.7631     0.1175     1.04
     5279656     0.1914    10.3119     0.0856    11.06
     5279660     0.2015    10.4756     0.0776     4.66
     5279661     0.1938    10.7877     0.0603     1.33
     5279662     2.5648        nan        nan      nan
     5279665     0.1939    10.9836     0.0433     2.73
     5279673     0.4639    11.2023     0.0463    20.43
     5279674     0.1723    10.2998     0.4591     1.77
     5279676     0.2395    10.4106     0.2069    17.89
     5279680     0.3198    10.7072     0.0450     5.15
     5279683     0.1938    10.7702     0.0693     2.85
     5279685     0.1914    10.5104     0.0655     7.55
     5279687     0.2383    10.5198     0.1900     4.12
     5279688     0.2060    10.3485     0.0878    28.58
     5279691     0.2038    10.7067     0.0483     2.59
     5279694     0.3093    10.4037     0.0770    59.32
     5279696     0.2680    10.7732     0.0671    13.10
     5279700     0.2322    10.2628     0.1079    29.58
     5279704     0.2060    10.0853     0.1405    87.12
     5279705     0.1688     9.6699     0.1007   181.95
     5279707     0.1806    10.5038     0.2052     6.28
     5279718     0.1025     9.1611     0.1065    37.88
     5279719     0.2247    10.3085     0.0877     3.87
     5279721     0.1364    10.3057     0.2023     1.30
     5279727     0.2067    10.5051     0.0798     5.55
     5279737     0.2052    10.4169     0.0703    22.08
     5279739     0.0531     8.4479     0.1322    98.88
     5279740     0.1030     9.1644     0.1105   200.28
     5279745     0.3234    10.9031     0.1754     5.68
     5279751     0.2065    10.7449     0.1266     2.17
     5279753     0.0842     9.9361     0.0899     5.97
     5279759     0.3665    10.7383     0.0750     3.02
     5279761     0.0846     9.8237     0.0428     2.16
     5279767     0.3686    11.0190     0.0542     8.24
     5279774     0.0844     9.1838     0.0983   136.89
     5279775     0.0374    10.5388     0.0000     1.02
     5279778     0.2362    10.7238     0.0117     1.13
     5279782     0.2058    10.0260     0.0835    76.18
     5279785     0.2281    10.6193     0.1062     4.54
     5279791     0.1870    10.6576     0.0761     2.16
     5279792     0.1247     9.4755     0.0975    82.97
     5279793     0.1337     9.4297     0.0985   339.32
     5279794     0.2320    10.5698     0.0409     3.99
     5279795     0.2376    10.5638     0.0915    12.24
     5279796     0.1354    10.3032     0.1233     3.43
     5279797     0.1550    10.1373     0.0658     6.36
     5279800     0.2061    11.2659     0.0029     1.00
     5279801     0.0907     9.6423     0.0233     1.00
     5279805     0.2079    10.4105     0.0645     3.67
     5279807     0.1968    11.1761     0.0558     1.06
     5279808     0.1550     9.4695     0.1010   152.50
     5279811     0.2081    11.0124     0.0077     1.01
     5279814     0.1045     9.2135     0.0978    23.41
     5279817     0.1721     9.7480     0.1450    29.84
     5279823     0.1943    10.4614     0.4003     2.95
     5279824     0.1949    10.7494     0.0398     1.65
     5279825     0.2076    10.6073     0.1420     3.89
     5279831     0.1944    10.9982     0.0036     1.00
     5279834     0.1550     9.8967     0.1654    73.07
     5279838     0.0370     9.5255     0.0000     1.00
     5279845     0.2054    10.6825     0.0860     2.73
     5279849     0.0371     8.6569     0.0713    15.12
     5279862     0.1932    10.0955     0.0820    12.24
     5279863     0.3916    10.5900     0.0937    11.41
     5279864     0.1037    10.0394     0.0853     1.80
     5279868     0.2028    10.8014     0.0450     2.85
     5279870     0.1934    10.2683     0.0879    19.85
     5279871     0.5250    11.5013     0.0305     2.70
     5279874     0.1998    10.5683     0.0604    20.55
     5279876     0.2780    10.7515     0.0600     9.23
     5279882     0.2378    11.2258     0.0429     2.02
     5279885     0.2769    10.2304     0.0837    65.46
     5279890     0.1799    10.1733     0.0672     8.96
     5279891     0.2394     9.7469     0.5098     2.08
     5279894     0.2145    10.5149     0.0940     2.83
     5279899     0.2144    10.3434     0.1016     4.39
     5279903     0.1994    10.4369     0.0804     6.19
     5279913     0.2377     9.4522     0.4599     1.52
     5279930     0.0512     8.9497     0.1179     9.48
     5279941     0.1046    10.2475     0.0130     1.20
     5279946     0.3211    10.7107     0.0759    26.69
     5279951     0.2004    10.6847     0.0574     5.85
     5279953     0.0325     9.6233     0.0000     1.00
     5279955     0.2063    10.1014     0.1154     5.10
     5279959     0.0871    10.1111     0.0135     1.01
     5279961     0.0843     9.3915     0.2900     1.16
     5279965     0.1505    10.2905     0.0469     1.45
     5279967     0.0869     9.3901     0.0002     1.00
     5279968     0.1998    10.3053     0.0573    16.95
     5279969     0.0979    10.3274     0.0881     1.02
     5279970     0.0511     8.2588     0.1282    16.24
     5279975     0.0845     9.5639     0.0810    15.78
     5279980     0.1125    10.0112     0.1786     4.32
     5279985     0.1041    10.4466     0.0096     1.24
     5279990     0.2380    11.0320     0.0367     1.42
     5279991     0.1760    10.2632     0.4660     5.53
     5279992     0.3040    10.9805     0.0633     6.01
     5279993     0.3707    11.2648     0.0289     1.71
     5280005     0.2221    10.5442     0.0460     5.44
     5280019     0.2681    10.8370     0.0413     6.87
     5280024     0.0870    10.1928     0.0166     1.28
     5280029     0.1555    10.5033     0.0729     2.07
     5280036     2.2018        nan        nan      nan
     5280038     0.2073    10.8399     0.0281     6.33
     5280042     0.3094    10.9240     0.0415     4.72
     5280044     0.1120    10.8855     0.0011     1.00
     5280046     0.1761    10.0566     0.0766    24.74
     5280060     0.2366    10.5149     0.0903    13.09
     5280063     1.2371        nan        nan      nan
     5280065     0.2070     9.9948     0.1148    72.87
     5280066     0.2229    11.0546     0.0150     2.13
     5280072     0.1044     9.5982     0.0950    13.52
     5280073     0.1760     9.9568     0.1063    79.26
     5280076     0.3688    10.9450     0.0534     3.79
     5280078     0.3911    10.6752     0.0480    36.20
     5280081     0.1283     9.9160     0.0798     1.35
     5280082     1.7094        nan        nan      nan
     5280089     0.4552    11.2443     0.0454     6.03
     5280092     0.2390    10.0757     0.5171     7.60
     5280101     0.2214    10.2762     0.0634     4.75
     5280116     0.0225     8.2451     0.1160     4.44
     5280123     0.2060    10.6640     0.0404     4.69
     5280126     0.4599    11.0775     0.0248     1.47
     5280127     0.2011    10.4287     0.0978     1.69
     5280133     0.3151    11.0676     0.2470     3.91
     5280136     0.2369    10.4166     0.1435    17.79
     5280140     0.0864    10.7027     0.0033     1.00
     5280151     0.2221    10.5728     0.0833     2.27
     5280152     0.0726     9.3468     0.0000     1.00
     5280157     0.2141    10.5865     0.0755    21.41
     5280160     0.1728    10.3309     0.2492     3.30
     5280161     0.3684    11.0165     0.0319     3.37
     5280170     0.3251    10.9122     0.0560    14.10
     5280183     0.2146    10.4630     0.0796     1.55
     5280185     0.2216    10.0348     0.1148    12.77
     5280192     0.1986    10.7915     0.0532     1.14
     5280194     0.0373     8.6250     0.1301     5.03
     5280196     0.1989    10.1923     0.1034     5.88
     5280201     0.3698    10.9118     0.0599    15.38
     5280205     0.1700     9.8138     0.0965    98.12
     5280209     0.1911     9.6537     0.0999   169.01
     5280213     0.2005    10.7921     0.0515     1.81
     5280214     0.0844    10.3055     0.0177     2.02
     5280218     0.3056    10.4038     0.0757    40.48
     5280220     0.0894    10.4832     0.0091     1.00
     5280221     0.1996    10.0167     0.0947    32.20
     5280223     0.3178    10.7019     0.1310    10.07
     5280225     0.0872     9.0983     0.1221   107.16
     5280235     0.0837     9.8684     0.0058     1.08
     5280237     0.2012    10.4568     0.0765    12.64
     5280240     0.1780    10.8831     0.0753     1.60
     5280243     0.1732    10.9198     0.0017     1.00
     5280245     0.1734     9.8647     0.1235    22.65
     5280258     0.1785    10.9101     0.0291     1.37
     5280265     0.3923    10.9192     0.0514    23.40
     5280272     0.1929    10.6683     0.0840     1.09
     5280275     0.2058    10.1909     0.1740     8.52
     5280279     0.1927    11.1927     0.0101     1.01
     5280281     0.2006    10.1022     0.0848    91.21
     5280291     0.0862    11.1683     0.0138     2.04
     5280294     0.1734    10.0601     0.5149     2.19
     5280297     0.2086    10.3690     0.0674     1.42
     5280298     0.1992    10.2262     0.1009     5.84
     5280304     0.2061    10.8619     0.0027     1.00
     5280313     0.0371     8.9414     0.0940     1.70
     5280318     0.2003    10.5880     0.0650     2.39
     5280319     0.1694    10.3501     0.0926     4.54
     5280328     0.1937    10.3311     0.0555    10.14
     5280329     0.0829     9.7566     0.0381     2.70
     5280331     0.2761    10.2244     0.0896    38.33
     5280333     0.0846     9.7076     0.0763    10.39
     5280339     0.3292    10.7957     0.0852    24.10
     5280340     0.2067    10.5588     0.0569     4.04
     5280343     0.1923    10.5267     0.0810     4.24
     5280351     0.2000    10.4496     0.0786     2.11
     5280352     0.1989    11.0192     0.0158     1.39
     5280353     0.3580    11.0523     0.0671     7.96
     5280361     0.1926    10.4420     0.0536     6.87
     5280362     0.3115    11.1072     0.0357     1.05
     5280363     0.2257    10.4408     0.1458     8.75
     5280366     0.1936    10.6354     0.0535     5.71
     5280368     0.3161    10.5943     0.1701     1.94
     5280385     0.1925    10.2951     0.0977    18.50
     5280386     0.1989    10.4323     0.1427     4.65
     5280390     0.1924    10.3296     0.0767    13.52
     5280393     0.1931    10.3058     0.0566     1.89
     5280394     0.1999    10.9219     0.0162     1.06
     5280395     0.0886     9.2946     0.1617     8.70
     5280396     0.2402    11.1917     0.0436     1.06
     5280400     0.2018    10.9313     0.0258     1.01
     5280401     0.1995    10.4844     0.0621    14.72
     5280402     0.2054    10.4709     0.0828    14.77
     5280405     0.0674    10.3291     0.0313     1.14
     5280406     0.1930    10.0340     0.1136    59.58
     5280410     0.0877     9.9806     0.0332     1.82
     5280420     0.0717     8.6388     0.1181   189.08
     5280422     0.3246    10.8964     0.2439     3.69
     5280424     0.0871     9.9520     0.0041     1.04
     5280433     0.2396    10.4455     0.4005     5.97
     5280435     0.3233    10.7178     0.0444     3.83
     5280439     0.1051     9.5425     0.1249    12.89
     5280444     0.2372    10.5569     0.0476     1.39
     5280459     0.1691    10.3425     0.1092     6.20
     5280462     0.1297    10.0424     0.0573     6.14
     5280475     0.0675     9.9996     0.0039     1.00
     5280476     0.1729     9.8165     0.1013    46.43
     5280478     0.2159    10.4604     0.0773     9.29
     5280485     0.1303     9.6404     0.0863    17.64
     5280488     0.0879     9.2854     0.1384    36.38
     5280504     0.2158    10.9731     0.0209     1.07
     5280515     0.1308     9.4667     0.1179    99.24
     5280521     0.2015    10.5435     0.0544     8.93
     5280524     0.3936    10.8041     0.1029    22.47
     5280528     0.2063    10.5485     0.0289     1.93
     5280539     0.1731    10.9765     0.0008     1.00
     5280540     0.0837     9.6724     0.1112     3.68
     5280551     0.3686    11.4053     0.0377     2.49
     5280552     0.3007    10.7779     0.1374     2.24
     5280558     0.3583    10.5680     0.0671     6.38
     5280560     0.3476    10.7038     0.1784     2.05
     5280575     0.1700    10.0139     0.0757     1.96
     5280577     0.2992    10.2630     0.1040    11.68
     5280602     0.0860    10.0083     0.0092     1.08
     5280613     0.0872    10.7935     0.0000     1.00
     5280616     0.0837     9.3817     0.0933     5.66
     5280617     0.1045     9.6445     0.1040    17.07
     5280622     0.3197    10.7577     0.0736    36.46
     5280639     0.3142    11.0526     0.1346     1.14
     5280647     0.1735    10.0506     0.0981    24.07
     5280649     0.1686    11.0523     0.1020     1.46
     5280654     0.2799    10.4445     0.0777    34.16
     5280657     0.1802    10.8938     0.0414     1.24
     5280664     0.1786     9.9476     0.0899     4.10
     5280669     0.1084     9.9615     0.1374     4.53
     5280680     0.1113    10.0655     0.0455     2.89
     5280688     0.2560    10.0363     0.1157   115.31
     5280690     0.4069    10.7808     0.0582    32.25
     5280691     0.1734     9.9305     0.0948    61.53
     5280692     0.0878     9.3864     0.0828    67.22
     5280697     0.0847    10.7447     0.0001     1.00
     5280704     0.3002    10.1029     0.1121    54.04
     5280708     0.1184     9.5092     0.2143    11.15
     5280716     0.0841     9.3022     0.1738    20.11
     5280722     0.2695    10.3956     0.0684    18.14
     5280726     0.2272    10.6792     0.0600     5.38
     5280733     0.0844    10.9295     0.0009     1.00
     5280740     0.2071    11.0326     0.0365     1.97
     5280747     0.1051     9.7738     0.0000     1.00
     5280762     0.0840    10.1601     0.0460     1.28
     5280763     0.2563    10.5481     0.1095    19.42
     5280765     0.3193    11.2345     0.0683     3.49
     5280773     0.2074    10.7193     0.0267     1.69
     5280777     0.1363    10.0228     0.1342    17.61
     5280778     0.2071    10.5625     0.1960     1.22
     5280783     0.1995    10.6107     0.0725     5.20
     5280784     0.0840     9.8129     0.0547     2.85
     5280790     0.2061    10.4549     0.1066     3.01
     5280793     0.2059    10.6378     0.1255     1.60
     5280798     0.1051     9.9980     0.0505     2.00
     5280799     0.0837     9.7222     0.0645     3.67
     5280803     0.1308     9.7177     0.0891    52.23
     5280810     0.3694    10.9183     0.0374     6.05
     5280828     0.2993    10.2806     0.0807    66.68
     5280830     0.0511     9.5813     0.1322     2.01
     5280841     0.3251    11.2328     0.1114     1.14
     5280848     0.0852     9.7501     0.1390     3.37
     5280854     0.0832    11.0782     0.0096     1.07
     5280856     0.1754    10.7262     0.0400     1.52
     5280857     0.0691     9.9056     0.1374     3.14
     5280859     0.1747     9.7320     0.1068    36.67
     5280860     0.2058    10.2968     0.0938    34.03
     5280864     0.2065    10.2448     0.1068    78.81
     5280865     0.1848    10.3879     0.4326     2.51
     5280870     0.1742     9.9616     0.1140    71.88
     5280874     0.2071    10.3924     0.0885    15.00
     5280875     0.0319    10.2249     0.0061     2.04
     5280882     0.3142    10.5536     0.0732    76.44
     5280887     0.3011    10.6472     0.0639    32.98
     5280912     0.5648    11.5317     0.0298     7.09
     5280915     0.0721     8.8124     0.1156   122.85
     5280934     0.2272     9.7712     0.0986   127.10
     5280942     0.0843     9.7381     0.1283     3.90
     5280955     0.1997    10.7969     0.3562     1.78
     5280958     0.1298     9.8258     0.0853    18.89
     5280968     0.2010    10.7909     0.0403     4.74
     5280988     0.2379    10.6614     0.0498     3.28
     5280997     0.3258    10.5140     0.0692    40.64
     5281009     0.0823     9.9936     0.0321     1.07
     5281012     0.1701    10.4143     0.2294     1.59
     5281033     0.2007     9.9030     0.1363    24.82
     5281041     0.3238    10.5604     0.0945    18.39
     5281044     0.0840    10.5758     0.0001     1.00
     5281049     0.0830     9.3826     0.0841     2.32
     5281050     0.1999     9.6005     0.1111   161.93
     5281054     0.2010    10.2848     0.0918    15.31
     5281059     0.2801    11.1017     0.1835     1.36
     5281060     0.2029     9.9192     0.0957   191.65
     5281062     0.1867     9.7474     0.3415     1.58
     5281063     0.5640    11.0940     0.0450     3.60
     5281072     0.2006    10.2481     0.0921    57.92
     5281077     0.3271    10.8884     0.1313     5.27
     5281084     0.2752    10.5624     0.0976    13.54
     5281095     0.1299     9.7159     0.1373    23.12
     5281097     0.2232    10.2605     0.0964    29.22
     5281105     0.0848    10.0235     0.4040     2.62
     5281107     0.3253    10.4265     0.0587    88.13
     5281109     0.2083    10.1847     0.1433    17.50
     5281112     0.8450        nan        nan      nan
     5281119     0.0878    10.1385     0.0011     1.00
     5281122     0.3927    10.6740     0.0522    33.45
     5281124     0.2148    11.1117     0.0170     1.02
     5281132     0.1932    10.2383     0.0854    36.89
     5281142     0.2704    10.7437     0.2349    10.64
     5281143     0.1284     9.7167     0.1156    24.15
     5281144     0.3129    11.2591     0.0217     4.79
     5281161     0.1685    10.8307     0.0671     1.30
     5281167     0.2242    10.3476     0.0658     2.36
     5281168     0.3654    10.9792     0.0427     2.04
     5281183     0.0839     9.2532     0.1683    31.41
     5281190     0.1080     9.8893     0.4897     3.65
     5281197     0.1723     9.8385     0.0970   214.68
     5281199     0.1026    10.6051     0.0005     1.00
     5281200     0.2774    10.9775     0.0627     3.84
     5281211     0.0838    10.1956     0.0038     1.00
     5281215     0.0835     8.9553     0.1837     6.32
     5281224     0.1682     9.2184     0.1386    48.87
     5281239     0.3646    11.0243     0.0397     7.82
     5281246     0.2771    10.5043     0.0816    46.08
     5281250     1.7017        nan        nan      nan
     5281255     0.3150    10.6049     0.0766    17.59
     5281266     0.1686     9.9266     0.2727     1.88
     5281274     0.1704    10.3277     0.2402     8.24
     5281292     0.2695    10.5241     0.0843    15.68
     5281302     0.2263     9.8744     0.1762     5.68
     5281303     0.1853     9.7295     0.0928   312.07
     5281304     0.1132     9.9960     0.0489     1.29
     5281307     0.1791     9.2012     0.2482     4.16
     5281328     0.0856     8.9823     0.1226   167.51
     5281330     0.2002    10.7643     0.0642     2.11
     5281352     0.3462    10.5270     0.0634    49.82
     5281358     0.1112    10.7312     0.0001     1.00
     5281361     0.3305    10.6680     0.0736    22.66
     5281362     0.1366     9.6645     0.0970     7.59
     5281370     0.1737    10.2705     0.1011     6.03
     5281373     0.1736    10.8027     0.0754     2.50
     5281375     0.3054    10.8676     0.1164     5.84
     5281377     0.3030    10.9371     0.0273     3.79
     5281384     0.1750    10.2161     0.0567    12.03
     5281402     0.3140    10.4346     0.1014    22.19
     5281409     0.0700     8.7928     0.1075    12.43
     5281413     0.3042    11.0663     0.0477    10.44
     5281414     0.0852     8.6526     0.1094    22.64
     5281416     0.2029     9.9289     0.1078     3.25
     5281417     0.2033    10.1646     0.0743    23.24
     5281420     0.1130     9.9219     0.0001     1.00
     5281425     0.1958    10.6411     0.0871     6.92
     5281428     0.2081    10.9646     0.0381     1.08
     5281430     0.2030    11.0407     0.0005     1.00
     5281436     0.3104    10.3029     0.0957    73.22
     5281440     0.1735     9.8257     0.1042   217.91
     5281441     0.2161    10.5126     0.0712    27.19
     5281444     0.1999    10.1641     0.0738    32.45
     5281454     0.2174    10.4111     0.0943    21.87
     5281457     0.1735     9.7511     0.1056   148.01
     5281459     0.5041    10.4598     0.0000     1.00
     5281462     0.0869     9.4756     0.0131     1.00
     5281468     0.1954    10.2015     0.0995    65.68
     5281480     0.3231    10.3388     0.0702     1.78
     5281484     0.1187    10.0575     0.1124     1.50
     5281488     0.1702     9.8550     0.1312    61.87
     5281503     0.1143     9.7116     0.1927     4.92
     5281505     0.3044    10.5685     0.3341     2.74
     5281513     0.1285     9.9893     0.0596    10.56
     5281514     0.3593    11.1643     0.0222     1.42
     5281521     0.0289     8.8304     0.0313     1.04
     5281522     0.2782    10.8318     0.1554     1.16
     5281523     0.1998     9.5862     0.1207    99.91
     5281524     0.2148    10.5600     0.1035    10.59
     5281525     0.2004     9.9944     0.1339     1.51
     5281526     0.2408    10.5875     0.1205    19.68
     5281527     0.3178    11.0241     0.0809     1.73
     5281536     0.3835    11.0410     0.0060     1.00
     5281537     0.1811    10.2986     0.0817    14.30
     5281540     0.1929     9.6509     0.1125    87.96
     5281544     0.2752    10.4713     0.0873    24.92
     5281557     0.3130    10.8556     0.1316     6.91
     5281559     0.1961    10.3443     0.0835     1.50
     5281560     0.0882     9.2815     0.1234    19.91
     5281563     0.1133     9.6259     0.1237    36.92
     5281580     0.0878    10.6392     0.0098     1.11
     5281583     0.1955    10.5538     0.1509     4.49
     5281591     0.2001    10.1438     0.1091     1.06
     5281593     0.1792    10.0847     0.0784    18.28
     5281614     0.2036     9.9104     0.1721     3.38
     5281620     0.0987     9.7836     0.0809     3.25
     5281624     0.1844     9.8078     0.1000   147.15
     5281627     0.5021    10.3869     0.3764     2.98
     5281631     0.0847     9.8806     0.2350     5.14
     5281672     0.0288     8.1985     0.1989     3.24
     5281674     0.2032    10.5406     0.0625     3.29
     5281685     0.2790    10.3205     0.0879    13.52
     5281687     0.4477    11.0737     0.1200     2.18
     5281691     0.1128    10.4965     0.0724     1.97
     5281692     0.2776    10.7630     0.0645    12.74
     5281703     0.4385    11.1834     0.0491     9.01
     5281709     0.2764    10.7152     0.0649     5.87
     5281712     0.0845    10.8659     0.0276     1.06
     5281715     0.0367     8.2451     0.0515     1.08
     5281722     0.3144    10.8382     0.0715    19.85
     5281725     0.0857     9.6019     0.1806     1.60
     5281742     0.1709     9.6644     0.1060   154.10
     5281781     0.1707    10.8701     0.0279     1.67
     5281786     0.2336    10.5882     0.1445     5.40
     5281789     0.2760    10.5038     0.0033     1.00
     5281790     0.5649    11.3933     0.0412     4.74
     5281803     0.2326    10.7005     0.0564     5.87
     5281804     0.0667     9.7872     0.0431     1.51
     5281873     0.1701    10.2042     0.0544     3.24
     5281875     0.0828     9.1640     0.1265    33.19
     5281876     0.2407    10.6714     0.0545     3.61
     5281878     0.1180    10.1755     0.1422     1.07
     5281879     0.0286     9.3568     0.0000     1.00
     5281889     0.2046     9.5425     0.1174    29.45
     5281897     0.1139     9.9283     0.0596     8.10
     5281900     0.2398    10.2713     0.1967    35.04
     5281902     0.3667        nan        nan      nan
     5281906     0.2079    10.6848     0.1035     2.90
     5281912     0.1190     9.9994     0.0443     2.30
     5281918     0.0569     9.3979     0.1242     1.99
     5281923     0.3266    10.4474     0.0032     1.00
     5281929     0.2055     9.9111     0.1037     2.61
     5281932     0.3146    10.8355     0.0588    11.85
     5281938     0.2055    10.3727     0.0301     1.21
     5281945     0.4649    11.1273     0.0793    19.90
     5281948     0.0865    10.0506     0.0542     1.74
     5281955     0.2081    10.0714     0.1375     6.40
     5281961     0.3139    10.8034     0.0819     7.83
     5281976     0.2226     9.8571     0.0000     1.00
     5281977     0.0854     8.9276     0.1312     1.49
     5281978     0.1186    10.1774     0.0634     1.34
     5281986     0.1850    10.2465     0.0895     5.36
     5281991     0.3925    11.3181     0.0304     3.24
     5282002     0.2390    10.5017     0.1434    34.49
     5282005     1.6172        nan        nan      nan
     5282006     0.1616     9.5606     0.1467    40.51
     5282011     0.1122    10.4163     0.0927     2.51
     5282035     0.2317     9.8356     0.0690     1.55
     5282055     0.3170    10.1036     0.0000     1.00
     5282074     0.1803    11.2035     0.0007     1.00
     5282080     0.3692    10.9446     0.0189     1.09
     5282088     0.0870     9.1337     0.0072     1.00
